방위	각도	지역	춘천_1월	춘천_2월	춘천_3월	춘천_4월	춘천_5월	춘천_6월	춘천_7월	춘천_8월	춘천_9월	춘천_10월	춘천_11월	춘천_12월	춘천_연간합
북동	45	광주	13328.5617	19961.60768	26139.40093	33607.68059	41021.16127	36534.74798	33679.75359	32064.77933	28047.22046	20988.74269	14124.86874	11219.35169	227041.3161
북동	60	광주	11756.9381	17101.31447	21409.92858	27765.28895	34176.12876	31238.60048	29167.18541	27663.29373	23381.11579	17318.21088	12165.66906	10200.55237	192427.5938
북동	90	광주	10787.40956	14642.55695	16252.98069	20022.98502	23857.08522	22257.47456	21571.82095	20746.62096	17754.26871	14044.51411	10888.23842	9543.835559	147806.709
북	30	광주	9811.854195	15177.46671	27147.70321	36416.51613	45362.77561	40311.70507	37372.97563	34535.5863	30263.2092	20248.28727	11887.81168	8740.715774	232107.916
북	45	광주	8788.123737	8103.588852	16302.69831	27314.80131	37587.45295	35380.62869	32955.79809	28665.19837	20939.33204	10709.27471	9146.784047	8649.238825	179129.7169
북	60	광주	9228.078293	8803.374284	10760.87448	17069.45619	28002.5591	28766.90025	26989.98699	21522.41313	12858.04632	9999.074008	9505.190723	8922.007923	140895.7703
북	90	광주	9792.935633	10194.2835	11410.33566	12274.29854	14741.34471	16553.13814	16801.06903	14448.58602	12311.98125	10752.18381	9907.478127	9120.570193	108382.1903
수평	0	부산	33999.50235	36406.37845	46246.5821	50681.32124	50477.50622	51516.73037	50417.47379	49652.49892	44711.8598	39996.22314	33413.57941	29890.67314	378004.2617
남	30	부산	56470.58293	52113.78975	57139.42848	54646.97058	49346.14217	49255.90558	48916.88447	51515.21761	51727.25574	53065.32247	52120.63085	50272.86102	457445.4866
남	45	부산	63109.02504	55738.01318	57887.3156	52146.22724	44946.67199	44282.37448	44435.58515	48371.94823	51054.95162	55339.12561	57254.50333	56435.05283	460537.7407
남	60	부산	66004.79429	56145.8146	55361.68516	46831.30046	38373.37515	37128.08407	37793.47735	42730.14342	47601.64389	54498.59765	59040.6882	59285.69967	438374.7663
남	90	부산	60047.45221	47422.07519	41389.69702	29360.38119	21100.52507	19389.6404	20708.98114	25819.06201	33450.98142	43912.00375	52319.52769	54514.20626	327736.4107
남동	30	부산	48657.78947	46589.62326	52635.30615	53253.08549	49407.0898	49313.20845	49277.99773	50679.48535	47975.42311	47576.09372	45578.35839	43471.62663	426743.4905
남동	45	부산	52110.75779	48130.13538	51874.94143	50725.21464	45870.49547	44910.24278	45503.88839	47572.60025	46380.37863	47840.86522	48069.68434	46817.50338	420372.7683
남동	60	부산	52803.41765	47302.24938	48964.50443	46134.23695	40715.19281	38947.81074	40157.51826	42691.73823	42903.84771	45682.75486	47842.28881	47588.21151	395424.2875
남동	90	부산	45324.00906	38603.02555	36835.71999	32349.87553	27626.35212	25106.91548	26789.14526	29341.45538	31372.50607	35625.76138	40271.6339	41524.65609	299735.8253
남서	30	부산	49477.22787	47212.82944	53548.54344	51917.94664	48765.11081	48869.64236	48150.9479	49617.50781	50098.42045	49398.37827	46282.83555	43606.36457	428556.2658
남서	45	부산	53229.08907	48937.5043	53094.90973	48862.78053	44905.65891	44284.91576	43968.43432	46122.85679	49144.63218	50468.31483	49197.62432	47142.13251	422923.7276
남서	60	부산	54130.49832	48243.25784	50340.52645	43931.54278	39530.023	38223.91865	38406.51178	41048.56071	45926.66746	48858.1369	49313.78847	48065.49402	398507.0646
남서	90	부산	46808.07131	39610.86522	38245.52339	30363.03039	26668.04484	24683.27615	25470.16712	28028.26346	34290.163	38799.44454	41751.66347	41869.59029	303943.4513
동	30	부산	32218.54513	34682.41234	43112.88072	48063.7934	47859.84814	48424.97298	48207.35451	47299.58032	40907.95437	36950.03591	31640.32349	28589.73769	356486.3119
동	45	부산	30724.93013	33017.19007	40151.27564	44410.43254	44349.34763	44118.96615	44545.81647	43572.24675	37819.17401	34381.5764	30085.05684	27725.95302	332315.4176
동	60	부산	29054.70098	30963.18534	36564.13027	39879.73238	39945.51515	38856.76022	39839.49546	38942.19638	34182.37662	31358.29952	28089.69609	26793.19171	302751.5895
동	90	부산	23968.1351	25149.762	27985.04208	29442.00274	29711.5399	27546.29806	28925.45493	28482.99665	26063.75667	24694.58476	22855.39431	22459.11034	231706.792
서	30	부산	33123.90388	35560.41479	44198.34643	46156.85399	46768.54723	47757.70245	46620.04683	45783.71684	43714.87529	39417.64978	32716.78251	29125.30781	358613.787
서	45	부산	31921.17464	34154.24238	41505.6568	42048.02384	42877.72899	43218.1029	42428.05022	41644.97645	41249.09609	37528.38384	31379.87787	28234.36456	334644.533
서	60	부산	30347.75327	32112.7367	38069.93856	37364.48109	38362.82992	37861.9271	37513.16729	36901.96222	37924.41056	34810.95882	29314.85789	26751.88475	304767.3664
서	90	부산	25095.4796	25967.31478	29409.4765	27344.95353	28517.43853	26847.662	27292.39074	26851.32617	29393.57997	27311.37946	23977.4966	22654.0056	234121.7273
북서	30	부산	16848.74706	22792.21895	33170.39705	39712.07325	43813.16692	46183.11909	44586.14	41658.74609	35196.58371	27890.44846	18589.41001	14779.19431	281610.474
북서	45	부산	12294.29764	17888.77434	26606.17451	32493.30363	37715.50858	40055.16373	38586.85818	35173.01504	29365.5596	22485.67567	13979.06563	11252.72162	232445.2859
북서	60	부산	10574.61081	15046.52029	21833.95186	26241.83184	31508.52307	33109.58257	32155.52929	28969.39616	24619.36502	18685.48944	11854.87853	9558.574071	193150.5749
북서	90	부산	10328.80237	12802.0067	16734.09892	18733.37835	22417.335	22266.53606	22461.09536	20375.48716	18504.89263	14768.19691	10841.44527	9133.630699	145718.9231
북동	30	부산	16387.61135	22241.60103	32442.70771	41110.26981	44619.7869	46669.49444	45739.73325	42763.48924	33178.84137	26165.52015	17924.83455	14650.416	280682.7657
북동	45	부산	11918.99494	17352.2646	25782.47127	34213.47796	38808.80496	40747.19934	40189.06334	36647.02844	27058.11262	20595.03814	13439.02513	11068.6875	232437.8546
북동	60	부산	10320.9923	14716.62404	21064.25405	27887.09676	32719.9029	33858.24084	33933.56359	30509.90287	22316.13222	17306.87795	11477.48022	9659.083468	194380.4608
북동	90	부산	10215.80554	12653.65213	16129.44784	19712.20866	23147.74207	22830.91732	23451.61876	21369.82577	16713.55313	14241.17351	10735.62586	9202.847898	146510.0091
북	30	부산	7929.707356	15262.87115	27291.41758	37478.90155	43145.97815	45915.15028	44425.77886	40466.06969	30197.78751	21043.1421	10605.49475	7246.152641	242190.6253
북	45	부산	6887.715245	8536.629508	15848.45181	27836.32521	35999.22418	39408.41058	37905.17366	32705.49156	20607.07767	12021.64511	7886.122827	7148.314744	185163.8453
북	60	부산	7719.852631	9084.291469	10439.2785	17005.22021	27131.0281	30968.27714	29576.04428	23493.5145	12343.4349	11385.18725	8487.391084	7595.018304	142944.6598
북	90	부산	9426.658598	10116.37162	11537.27744	12200.79543	14927.96379	16071.37335	16221.25847	14770.93864	11923.80951	11798.1585	9580.640013	8511.57709	107509.5783
수평	0	목포	28572.50708	36227.71141	40670.19913	47499.55451	51916.00114	42106.95733	44450.38755	45431.61434	42911.88279	39110.84512	32360.76277	24485.14701	347387.7212
남	30	목포	44764.05941	49631.40268	48886.26479	50917.03374	50821.18784	40673.81099	43710.5875	47029.60146	49012.15116	52169.57115	49275.17135	38170.03966	412274.759
남	45	목포	49310.79261	52371.31183	49117.85161	48553.6384	46307.00181	37026.12043	40029.17557	44165.98761	48197.31905	54473.83214	53779.71732	42041.27949	412366.1792
남	60	목포	51020.96366	52158.12838	46683.90604	43630.33744	39463.59515	31684.59996	34472.42295	39106.92105	44824.69951	53685.29377	55176.22538	43531.87071	390403.6233
남	90	목포	45666.68741	43130.85441	34658.94754	27571.79551	21381.28681	18246.42548	19813.33929	23870.34429	31445.26395	43251.87632	48482.74222	39133.94185	288986.8768
남동	30	목포	40261.36878	44971.80547	46330.93526	49155.73245	50400.02776	40550.63115	44547.57918	47022.44059	46721.85992	47929.12912	43302.54095	33565.51939	390309.6117
남동	45	목포	43074.33523	46038.34934	45820.6718	46592.78974	46368.83546	37236.59452	41613.41757	44600.70384	45277.52564	48700.54121	45382.22089	35540.61403	384024.9696
남동	60	목포	43512.70926	44676.8477	43144.51926	42208.05569	40861.42863	32709.87464	37061.99924	40406.35205	42015.06482	47160.79405	45081.88807	35686.98986	360822.6431
남동	90	목포	37363.37562	35660.59499	32548.74909	29707.02886	27510.38575	22259.64236	25297.54079	28607.00278	30709.63485	37530.20434	37557.07457	30309.50051	273592.0225
남서	30	목포	38922.6647	44990.41135	45477.41965	49568.57161	50612.46798	41077.62993	42739.36684	45324.61373	46523.1473	47503.05754	44098.08189	34154.00293	387467.9
남서	45	목포	41092.82632	45987.8016	44633.38984	47201.62068	46719.56758	38075.53529	39375.77922	42489.80621	45010.84908	48164.99301	46578.01793	36376.22761	380593.666
남서	60	목포	41026.61502	44573.67645	41811.9016	42987.34171	41350.8985	33749.24269	34679.92383	38186.4125	41712.02557	46525.30172	46552.37408	36684.97755	357272.1459
남서	90	목포	34743.43472	35564.20279	31225.41335	30287.47991	27925.29915	22897.42676	23442.40862	26754.61296	30442.56487	36805.3237	39103.13452	31403.55208	270216.4138
동	30	목포	29039.94747	34482.38393	39366.14278	44371.16971	48439.02004	40050.81857	43913.90907	44319.39557	40779.75309	37797.49813	30727.68731	23921.09831	333938.3271
동	45	목포	28258.75278	32450.93174	36986.78293	40895.6795	44432.39534	36902.95782	41104.83225	41583.29051	38008.15218	35959.82089	29242.89749	22831.00965	313103.5227
동	60	목포	26747.55805	29927.81179	33824.72289	36752.82539	39721.76942	32979.82417	37140.97902	37916.67653	34458.85815	33438.93168	27309.08471	21353.27786	286018.9891
동	90	목포	22151.69784	23511.90133	25847.98593	27515.74121	29528.38473	24464.14957	27621.5468	28683.79682	25942.7075	26602.33702	21893.82099	17049.31473	219716.7071
서	30	목포	27237.23736	34603.22721	38199.58093	44988.59788	48750.26192	40754.73916	41395.94369	42178.73773	40493.70108	37250.80829	31788.07114	24574.07101	330163.9082
서	45	목포	26088.13795	32608.5365	35570.10218	41728.47068	44915.91282	37945.08265	37945.41468	38864.46508	37628.07574	35275.075	30470.97462	23603.29533	308552.439
서	60	목포	24596.11907	29957.00184	32270.59733	37596.58407	40286.44949	34133.12618	33807.40942	34975.73776	34043.32637	32740.03348	28628.21859	22226.45434	281251.6929
서	90	목포	20079.75243	23400.71156	24604.76866	27985.60279	29749.43617	24973.07	24793.10729	26336.84824	25535.25473	25878.40382	23225.40168	17881.55614	214940.1565
북서	30	목포	16248.88601	23456.58287	30223.08656	38864.45791	45443.16381	39490.57139	39832.80536	38313.97096	33429.16432	26038.58769	18991.39698	15022.90562	266997.063
북서	45	목포	12971.29825	18394.82076	24798.24971	32725.49279	39253.83033	35466.1813	34862.41399	32805.84032	27736.92479	20688.29616	14750.13865	12333.08872	224268.4956
북서	60	목포	11579.52955	15344.14414	20666.6686	27027.98365	32851.09017	30519.25142	29410.38199	27586.19221	23012.52772	17251.93949	12710.12332	11204.13522	189474.7362
북서	90	목포	10619.38221	12541.86771	15849.6277	19427.69052	22996.66694	21505.13915	20897.89133	20161.6021	17088.92151	14037.22709	11228.6928	10086.11844	143586.9506
북동	30	목포	17173.6535	23387.9144	31030.26413	38396.55284	45266.76385	39103.88884	41800.00287	39971.97699	33644.40856	26311.66641	18404.94709	14747.28508	269920.9325
북동	45	목포	13758.40285	18336.17308	25627.01985	32077.04424	38974.76099	34857.09531	37491.64476	34887.6494	28034.30131	21017.94621	14163.01796	12090.4068	227679.3448
북동	60	목포	12133.5808	15296.88906	21400.73755	26444.37096	32524.29572	29815.45181	32245.56559	29732.80524	23356.96423	17611.41467	12165.5714	11005.95917	192913.6504
북동	90	목포	10929.23602	12602.72159	16284.46669	19343.65695	23098.96641	21423.20138	23042.77668	21628.29879	17398.07676	14336.1426	10891.4967	10003.20292	146966.0388
북	30	목포	10474.3383	17297.16478	26518.2424	35906.37667	44216.77405	39020.88391	40232.61205	37415.55545	30156.04881	19853.10556	11734.59688	10117.59413	236220.7844
북	45	목포	9321.201524	10166.79412	17595.70966	27252.67763	36753.20914	34502.57576	34966.75694	30491.17274	21517.4332	10654.39115	8942.609508	9915.237292	184602.1716
북	60	목포	9658.004699	10326.77857	12514.16075	17441.74177	27506.4549	28367.58762	28028.59582	22210.19896	13748.51903	9985.720196	9355.568121	10042.31404	145796.6694
북	90	목포	9917.312743	10547.22651	12286.04087	12564.75424	14776.87302	16670.47638	16419.73487	14273.69268	12590.11918	10751.72248	9917.323559	9701.519242	109908.8716
수평	0	서산	28763.25183	36512.99886	39220.05899	46423.16221	49440.75709	44979.10197	40900.14629	44026.76341	41354.85613	35332.35467	27202.52134	25674.91196	335646.2109
남	30	서산	47153.43306	52617.65395	48336.87894	50500.53411	49186.23557	43412.32259	41205.74482	46134.00295	48386.71806	47311.87205	41635.19587	43233.04597	407777.641
남	45	서산	52579.14104	56430.50783	49016.15816	48512.77253	45279.50413	39384.11472	38262.13121	43603.06042	48062.99907	49540.6436	45555.24048	48582.22754	411798.1649
남	60	서산	54937.64766	57002.88449	46987.15786	43978.87637	39180.89604	33532.80677	33515.43041	38926.98633	45156.40111	49000.11684	46868.41442	51102.79404	393728.5831
남	90	서산	50030.12159	48493.67151	35536.7147	28590.6738	22486.13217	18758.96836	20272.72061	24457.64403	32509.30578	39944.72521	41499.94029	47175.46354	298454.367
남동	30	서산	41635.95976	47383.48907	44384.44577	49227.64085	48785.27511	42860.14313	41210.83529	46520.5321	45945.72127	43372.5126	36491.88377	37308.32251	383094.0898
남동	45	서산	44958.92456	49357.17814	43790.93894	47135.50303	45354.42147	39200.22987	38620.56212	44556.34534	44923.40549	44129.40847	38324.83114	40262.46588	379713.2435
남동	60	서산	45746.15405	48636.67183	41195.36926	43136.88049	40371.2985	34342.58397	34549.43616	40748.68287	42045.17668	42766.3724	38173.8785	41067.34294	359341.6018
남동	90	서산	39813.86547	40017.04365	31075.94148	30775.02028	27462.41986	23027.54692	23971.2729	29241.84615	31245.91631	34053.13017	31991.05225	35859.14659	275939.2703
남서	30	서산	40882.85661	46928.08939	46048.95258	48245.20948	48590.43578	44048.98642	40630.00485	43834.97236	45739.45152	43193.72388	37643.73603	37866.37297	382002.5975
남서	45	서산	43728.2164	48546.02319	46078.3555	45904.27554	45108.84566	40844.26235	37899.59778	41069.16179	44622.5495	43950.57856	40036.25534	41023.54555	378386.7905
남서	60	서산	44189.18392	47604.2665	43931.65516	41786.72022	40153.93988	36170.17353	33783.62845	36911.09649	41699.25746	42570.44741	40251.43186	41968.81942	358054.0523
남서	90	서산	38170.36825	38893.59162	33856.97817	29481.12696	27354.21858	24243.45895	23209.01766	25865.23435	30821.75783	33846.13149	34301.75673	36848.19721	274754.8343
동	30	서산	29024.63193	35391.11045	36656.92931	44400.30753	46649.91403	41908.80338	40050.20395	43924.07529	39656.28711	34153.41704	26110.08406	25040.82307	323369.1693
동	45	서산	28337.99753	33758.64927	34155.85255	41317.80163	43042.10948	38376.2261	37350.13407	41578.35852	37150.22106	32401.39203	24962.92154	24173.95057	304120.5822
동	60	서산	26832.78073	31493.45021	31206.04078	37380.09402	38561.69961	34167.80483	33757.93288	38159.44931	33861.53904	30024.83215	23459.80612	22835.97758	278655.2167
동	90	서산	22271.54393	25514.3495	24158.30032	28021.34053	28556.03975	25151.48139	25116.44215	28879.39567	25643.20074	23652.79887	19032.20299	18799.47618	215143.259
서	30	서산	27705.33053	34726.2125	38833.7977	43082.42207	46378.16981	43506.47954	39188.47849	40366.96775	39378.32554	33959.58152	27655.68832	25532.65352	321406.4586
서	45	서산	26667.06242	32991.13813	36912.82012	39629.15347	42735.75325	40481.76229	36254.134	37003.94819	36809.90994	32139.63181	26885.30661	24769.09613	301653.3998
서	60	서산	25358.78963	30709.54791	34077.04782	35532.79721	38287.11475	36405.38463	32472.6197	33152.77845	33471.964	29768.33027	25448.64168	23542.36375	276049.4722
서	90	서산	21120.3381	24642.97076	26532.05752	26432.54673	28276.04033	26651.73722	24030.22935	25021.09211	25293.21284	23361.81593	20864.44037	19581.61045	212949.1198
북서	30	서산	15234.02566	22038.59647	29946.21961	36999.47276	43020.88657	41630.53222	37323.01602	36718.76657	31989.46355	23957.27537	17027.77485	13421.29488	255234.3367
북서	45	서산	12037.78753	17134.74859	24852.33256	30749.71338	37120.20061	37016.8552	32987.35002	31251.33225	26602.04764	19287.18074	13819.528	10626.79461	214523.2708
북서	60	서산	10951.16748	14459.43138	20956.57074	25309.87918	31122.80955	31574.21196	28063.22644	26253.8893	22217.56069	16345.59035	12253.43526	9619.052232	182116.7563
북서	90	서산	10374.76043	12430.53742	16186.98096	18485.09582	22115.54273	22197.47174	20297.03724	19617.29316	16960.02662	13337.87658	10886.34193	9150.932525	140337.9903
북동	30	서산	15972.79644	22429.59154	28454.41176	37982.99379	43219.69961	40533.39818	38040.86684	39377.71931	32170.4013	24028.2175	16210.25511	13265.06212	256993.4879
북동	45	서산	12478.8606	17490.75367	23215.51378	31995.18131	37396.5662	35476.39244	33941.91349	34685.68537	26779.88514	19382.30408	13140.88356	10426.44125	216692.5729
북동	60	서산	10999.47317	14775.14069	19615.83467	26590.81406	31379.3849	29921.97196	29165.31325	29790.22326	22395.59108	16466.75805	11774.01685	9434.930264	184478.0449
북동	90	서산	10362.40126	12539.31641	15611.01803	19438.09624	22403.32043	21291.70162	21070.91886	21697.14657	17030.82577	13542.38992	10605.87146	9038.371665	142262.1187
북	30	서산	8902.245551	14960.87254	24912.13152	34707.33184	41904.60884	40640.42864	37009.7197	36376.20914	28533.407	18453.8915	10935.23128	7659.087123	223083.6261
북	45	서산	8495.893248	9159.356364	15989.27526	26123.63577	34814.65948	35265.83342	32222.54574	29739.87075	19978.10728	11050.70865	9448.205734	7972.150366	175914.5677
북	60	서산	8949.993521	9615.948894	11948.3298	16579.2393	26106.61862	28195.92779	25934.20377	21792.44248	13176.03309	10865.52933	9741.518158	8277.786149	139923.6032
북	90	서산	9554.420094	10351.92362	12106.78761	12798.88975	15204.50544	16084.80894	16162.7795	14704.77421	12655.99473	10939.91556	9821.135345	8632.291993	108891.5623
수평	0	진주	34444.32744	39352.48166	47695.0736	51149.56275	50178.09468	45668.19527	46060.88581	44079.41196	45541.41413	41425.78127	34342.0342	32398.09633	374103.2995
남	30	진주	57558.95246	57379.59197	58242.63891	55089.85858	49233.2527	43817.31318	45202.23745	45603.00011	53135.67986	55504.15765	53709.17972	56186.71249	460143.5765
남	45	진주	64420.96761	61675.41036	58734.32503	52590.38955	45008.55737	39616.87945	41394.05326	42860.29025	52628.51794	58027.95591	59022.94684	63494.73576	466436.1827
남	60	진주	67452.88919	62360.35893	55920.42126	47257.03761	38578.87154	33544.10232	35614.32823	37967.54829	49230.58418	57240.86716	60870.15696	67006.26799	447032.7237
남	90	진주	61475.06525	52960.19005	41350.62795	29688.41816	21409.88338	18456.25113	20375.58562	23252.31654	34866.24874	46170.55988	53906.18787	61957.67166	339507.3964
남동	30	진주	49242.16631	51521.59265	53978.88465	53554.87573	49097.815	43313.35252	45759.44389	46043.92632	49745.32664	49537.42823	46522.07514	47617.92247	427590.6885
남동	45	진주	52801.39866	53708.15771	53097.11022	50837.99089	45277.22905	39511.27125	42611.15092	43764.51312	48321.89877	49842.51637	48948.55531	51383.95239	423228.8135
남동	60	진주	53543.40272	53118.46567	49930.71628	46207.22646	39722.09676	34466.10524	37762.57359	39785.15886	44886.906	47656.17756	48649.19371	52397.26618	399799.6592
남동	90	진주	46065.12443	43928.36922	37355.12925	32584.95025	26127.23706	22893.5631	25608.18545	28255.69124	32919.45167	37030.27313	40775.10652	45694.55785	305649.8072
남서	30	진주	50634.43264	51100.14611	54430.08305	52733.33046	48492.72657	44456.84941	44297.59492	43508.72535	50763.23448	51525.52876	47996.12939	49090.43088	429855.7342
남서	45	진주	54635.24849	52975.51962	53695.34532	49893.40352	44507.3309	40951.81836	40687.38575	40484.53749	49673.96645	52667.01576	51149.86926	53542.10902	426724.1864
남서	60	진주	55682.48116	52153.53478	50625.1463	45275.49402	38928.83078	35978.14643	35811.73629	36262.42325	46416.57867	51021.48631	51396.06143	54986.2897	404523.7823
남서	90	진주	48520.03079	42750.7842	38091.83343	31806.6081	25569.71823	24048.28619	24130.04831	25317.874	34542.7503	40386.28023	43655.75305	48373.3306	311536.4753
동	30	진주	32661.35945	38100.3874	44487.15204	48091.8711	47306.29176	42499.56046	44840.11555	43632.28524	42537.51314	37952.96449	32007.69102	30397.00185	353772.0528
동	45	진주	31349.01949	36632.29633	41380.40568	44400.55747	43225.74948	38808.28791	41660.34835	41026.83228	39509.62429	35168.088	30284.94763	29096.84563	330382.3865
동	60	진주	29716.27471	34617.46539	37628.56933	40038.48652	38205.16314	34379.74377	37359.11109	37455.10297	35798.25255	31966.14784	28147.09836	27646.9613	301427.849
동	90	진주	24827.36279	28226.37119	28669.14159	30177.89816	27504.05074	24957.93211	27522.67024	28360.41039	27349.38639	24775.46344	22710.22171	22968.49958	232071.7706
서	30	진주	34002.20028	37541.18966	45012.81161	46995.11927	46358.30595	44119.0855	42839.81708	40203.21433	43859.58467	40463.89985	33859.52784	32116.56669	355849.2988
서	45	진주	33116.94468	35797.21857	42050.43951	43227.34234	42092.47086	40859.11471	39175.16641	36780.16452	41196.98705	38279.09421	32543.28756	31226.40276	333155.1658
서	60	진주	31828.95259	33521.50806	38374.29517	38782.18391	37043.66372	36575.97011	34810.0568	32974.79961	37708.30925	35348.3743	30499.72792	29757.37781	304556.4259
서	90	진주	26745.27751	27395.67156	29414.48917	28605.18009	26293.05399	26754.41779	25448.2309	24594.31089	28877.24539	27652.32372	25069.20659	25028.36028	234881.2258
북서	30	진주	17187.82742	23138.3274	34049.46571	40054.61998	43525.43221	42577.292	41081.34931	36735.49897	35262.94135	27844.97026	18816.95309	14992.12903	274251.4613
북서	45	진주	12719.23848	17655.12508	27219.31814	32947.56755	37332.07331	37942.28027	35814.67061	31207.93483	29222.86117	21798.05908	13981.88469	10728.08867	225565.9726
북서	60	진주	10942.85422	14872.25414	22216.28997	26756.45113	30745.72066	32332.98738	30133.75556	26147.01844	24303.25848	17875.68656	11805.63628	9149.707068	188061.9629
북서	90	진주	10545.7062	12955.97871	16771.05833	18924.20518	20771.09653	22643.75344	21278.40755	19105.91201	18161.76651	14228.93401	10819.50444	9327.156045	142850.8964
북동	30	진주	16585.77678	23540.94988	33696.81374	40952.57612	44322.97808	41326.63553	42543.91019	39339.26055	34347.80521	26166.58795	17855.60021	14290.71781	274054.8602
북동	45	진주	12162.05065	18092.17722	26783.60851	33958.56497	38332.76027	36243.76688	37826.68421	34509.05738	28160.95053	20128.09925	13070.87192	10161.62335	226239.0236
북동	60	진주	10475.01406	15015.51486	21782.36975	27915.22739	31787.61125	30461.91658	32201.42203	29491.02657	23301.48957	16515.95271	11031.61642	8849.538985	189262.3899
북동	90	진주	10285.08592	12953.50241	16453.68186	20370.02224	21926.18574	21257.86213	22733.97065	21494.16375	17624.34622	13516.44629	10367.43136	9105.133709	144773.8231
북	30	진주	7850.575753	14939.07825	28397.02742	37343.36569	42869.52287	41590.76341	41144.69011	36429.35772	30736.91142	20506.17759	10258.57778	6053.586352	232727.0835
북	45	진주	6784.416696	7536.407214	16721.85711	27412.10502	35832.19443	36278.37805	35488.91365	29774.3554	20946.39182	10771.75036	7263.657193	6072.980013	176469.0207
북	60	진주	7607.844998	8325.203207	10517.02098	16344.47376	27130.23927	29218.32941	28168.69539	21797.06655	12637.24376	10204.21023	7902.920344	6830.432626	136706.7725
북	90	진주	9327.857861	9990.236712	11495.0081	11941.92527	15046.15355	16306.48125	16326.79433	14078.67416	12467.87124	11047.73659	9191.765527	8496.911536	106496.6675
수평	0	포항	33931.07552	38157.08971	44176.23347	45896.23529	51281.23312	45389.53302	44796.49635	44234.95719	37966.22553	36022.27779	31045.63468	29601.10051	352384.127
남	30	포항	57905.73804	56053.88466	54958.40584	49769.29653	50219.74398	43446.30094	43886.63408	46110.82374	43628.84919	48180.77869	49068.54291	51993.65429	434347.8623
남	45	포항	65162.56363	60390.63056	55888.4409	47732.06773	45780.96612	39315.97352	40151.56462	43473.43205	43070.20603	50426.18945	54123.79409	58971.81722	440968.8742
남	60	포항	68529.19513	61185.13355	53690.31482	43206.50636	39156.88885	33440.80471	34523.84573	38656.76997	40253.31323	49851.08392	56018.25903	62434.78831	423669.1135
남	90	포항	62954.90004	52175.92239	40711.74438	27969.28155	21589.09136	18764.29073	19796.38678	23891.5604	28758.82503	40585.63655	50032.6122	58126.80914	324576.3864
남동	30	포항	50008.96401	50242.37225	50830.87051	47342.18725	49818.69056	43196.61955	43369.96082	44310.04196	41229.95639	44254.95378	43047.43242	44361.34491	402884.926
남동	45	포항	54045.35696	52367.79218	50376.40972	44965.67595	46074.83453	39757.72322	40022.53428	41540.26011	40075.2921	45118.35587	45715.80992	48178.10179	400026.352
남동	60	포항	55184.15693	51841.35628	47809.6889	40903.90254	40693.21121	35041.87211	35403.52687	37351.03779	37196.86508	43619.30214	45797.53624	49292.53401	379433.2908
남동	90	포항	48059.62034	42793.67652	36402.03214	29025.04541	27130.35655	23591.75758	24135.24183	26166.7284	27285.82881	34726.01021	39134.008	43430.6002	293061.37
남서	30	포항	50035.98855	49901.82	51357.76163	49055.99204	49930.73213	44735.41946	44250.86564	46341.05493	41980.08805	43790.55834	43342.67736	45082.65111	408603.702
남서	45	포항	54063.61595	51819.11144	51083.97471	47221.48739	46057.57827	41567.57949	41174.91467	44249.14342	41042.78865	44520.57594	46278.38459	49338.18956	407504.8822
남서	60	포항	55226.06571	51226.01248	48605.97044	43387.09919	40503.17454	36957.80266	36692.46886	40395.19618	38286.79835	42886.53738	46587.95728	50767.07964	387798.9444
남서	90	포항	48112.67084	42140.70288	37259.13612	31255.11828	27043.1158	25484.26008	25096.84233	28804.42223	28542.37634	33834.04926	39947.70935	44927.17911	300821.3637
동	30	포항	32719.69265	36684.50062	41759.32367	42428.45993	47896.32029	42463.94923	42145.39903	40943.57485	35986.85483	34887.89557	30033.48945	28092.92238	333032.3424
동	45	포항	31563.08946	35052.60182	39168.8504	39106.26429	44026.58016	39200.64402	38822.08501	37620.40857	33494.91824	33045.18933	29013.04717	27085.38122	311932.7561
동	60	포항	30105.78947	32999.02026	35898.47854	35214.04016	39256.27839	35106.31104	34813.8008	33803.82094	30299.47902	30493.16705	27478.90656	25946.32699	285762.7728
동	90	포항	25217.73081	26943.09306	27694.66453	26707.08898	28664.55769	25869.2847	25820.43006	25627.72858	23038.77402	24022.74485	22923.76986	21973.81862	222245.9055
서	30	포항	32790.57536	36460.84424	42378.79394	44662.47046	47886.26487	45294.96757	43388.27575	43696.45286	37001.27499	34278.39537	30714.96851	29418.66208	341761.7787
서	45	포항	31672.33764	34812.46538	39919.97317	41969.05272	43863.47941	42812.17962	40461.91165	41233.19479	34855.64307	32221.50639	29848.42613	28705.189	323033.1223
서	60	포항	30231.80057	32608.02789	36719.86875	38242.20761	39115.59276	39233.81611	36554.9239	37732.77723	31920.52859	29604.99227	28259.98279	27272.12746	297525.9697
서	90	포항	25255.19695	26315.43786	28526.06109	28970.95079	28637.30719	30256.96408	27156.861	28553.34975	24318.18071	23243.56094	23474.95233	22973.82848	231892.6758
북서	30	포항	15861.01862	22186.90496	31869.94157	38292.62714	44642.76391	43792.21932	41260.76771	39060.89374	30771.70676	24178.87013	17387.58216	13681.65565	265338.9756
북서	45	포항	11432.1089	16729.81528	25802.73009	32648.10151	38410.24269	39837.54103	36640.5286	34201.48318	26173.72708	19311.13623	13334.60808	9887.498751	222588.2818
북서	60	포항	9910.710979	13834.97305	21448.58489	27357.45684	31924.98929	34938.73873	31389.62508	29207.21363	22201.45329	16292.31444	11500.5816	8642.305118	189134.7409
